종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"122260","KIWOOM 통안채1년","102760","-10","-0.01","102760.79","102760","102770","102760","1822","187229322","43159200000","0","420000","MK 통안채지수(총수익)","15093.12","-0.93","-0.01"
"0015F0","KIWOOM 팔란티어미국30년국채혼합액티브(H)","10820","-130","-1.19","10852.78","10900","10925","10795","44721","483752784","22722000000","0","2100000","Bloomberg Blended PALANTIR and US Long Treasury Bond Index","1845.42","0.00","0.00"
"0097L0","KIWOOM 한국고배당&미국AI테크","11420","5","0.04","11496.15","11415","11490","11380","22095","252118842","26837000000","0","2350000","Akros 미국AI테크TOP10&한국고배당3070 지수","4666.47","25.53","0.55"
"069500","KODEX 200","71780","1025","1.45","71799.69","70570","72065","70500","12430232","888491258609","13182397000000","0","183650000","코스피 200","713.96","9.32","1.32"
"226980","KODEX 200 중소형","21330","0","0.00","21354.74","21345","21370","21120","11210","238358079","17064000000","0","800000","코스피 200 중소형주지수","2121.42","7.62","0.36"
"337160","KODEX 200ESG","29065","385","1.34","29046.91","28450","29115","28450","32622","941602935","66849500000","0","2300000","코스피 200 ESG 지수","861.45","11.91","1.40"
"363580","KODEX 200IT TR","26500","250","0.95","26464.24","26075","26535","25870","29481","772086043","87450000000","0","3300000","코스피200 정보기술 TR","8045.79","85.77","1.08"
"278530","KODEX 200TR","25795","365","1.44","25794.77","25415","25890","25325","971027","24867689867","4821085500000","0","186900000","코스피 200 TR","939.69","12.27","1.32"
"337150","KODEX 200exTOP","22765","595","2.68","22702.10","22195","22765","22190","1753","39309430","15935500000","0","700000","코스피 200 초대형제외 지수","489.83","9.63","2.01"
"223190","KODEX 200가치저변동","21070","445","2.16","21013.25","20550","21070","20550","44870","927568560","21070000000","0","1000000","코스피 200 가치저변동성","10263.85","215.13","2.14"
"252650","KODEX 200동일가중","16745","170","1.03","16767.99","16650","16785","16550","1664","27710695","8372500000","0","500000","코스피 200 동일가중지수","3361.73","37.58","1.13"
"360140","KODEX 200롱코스닥150숏선물","14290","25","0.18","14298.73","14330","14440","14140","3886","55508375","41441000000","0","2900000","코스피200 롱 100% 코스닥150 숏 100% 선물지수","1238.83","6.84","0.56"
"284430","KODEX 200미국채혼합","18310","65","0.36","18289.01","18245","18430","18180","2119884","38711694869","820288000000","0","44800000","코스피 200 미국채 혼합지수","4226.29","15.24","0.36"
"252670","KODEX 200선물인버스2X","439","-13","-2.88","439.30","456","456","436","1430345493","638223332727","1357344100000","0","3091900000","코스피 200 선물지수","3521.96","45.78","1.32"
"494890","KODEX 200액티브","20750","300","1.47","20749.33","20415","20825","20370","250763","5183775581","705500000000","0","34000000","코스피 200","714.26","9.62","1.37"
"498400","KODEX 200타겟위클리커버드콜","15560","160","1.04","15574.55","15380","15600","15350","5743517","88904974094","2369788000000","0","152300000","코스피 200 타겟 15% 위클리 커버드콜 지수","2210.01","25.97","1.19"
"0117L0","KODEX 26-12 금융채(AA-이상)액티브","9995","0","0.00","9988.46","9995","9995","9990","44111","440865307","2217990450000","0","221910000","KAP 26-12 금융채 총수익 지수(AA-이상)","108.93","0.00","0.00"
"473290","KODEX 26-12 회사채(AA-이상)액티브","10725","0","0.00","10734.26","10730","10735","10720","65878","706655699","662054250000","0","61730000","KAP 26-12 회사채 총수익 지수(AA-이상)","119.66","0.00","0.00"
"0007F0","KODEX 27-12 회사채(AA-이상)액티브","10110","-5","-0.05","10118.82","10120","10120","10105","19468","196825979","425226600000","0","42060000","KAP 27-12 회사채 총수익 지수(AA-이상)","109.03","0.00","0.00"
"0119H0","KODEX 28-12 회사채(AA-이상)액티브","9920","-5","-0.05","9936.90","9940","9940","9920","12070","119883340","214470400000","0","21620000","KAP 28-12 회사채 총수익 지수(AA- 이상)","103.04","0.00","0.00"
"305720","KODEX 2차전지산업","14980","600","4.17","15004.28","14360","15010","14285","5539582","81338615296","1632820000000","0","109000000","FnGuide 2차전지 산업 지수","2620.39","101.94","4.05"
"462330","KODEX 2차전지산업레버리지","1500","113","8.15","1506.61","1377","1503","1367","58172020","83282069441","600150000000","0","400100000","FnGuide 2차전지 산업 지수","2619.35","100.90","4.01"
"461950","KODEX 2차전지핵심소재10","5600","225","4.19","5598.94","5360","5600","5335","3419367","18709092452","228480000000","0","40800000","FnGuide 2차전지핵심소재10 지수","4980.23","197.94","4.14"
"457690","KODEX 33-06 국고채액티브","10695","-45","-0.42","10691.92","10725","10740","10690","17281","185244865","20427450000","0","1910000","KAP 33-06 국고채 총수익 지수","113.30","0.00","0.00"
"271060","KODEX 3대농산물선물(H)","7630","40","0.53","7661.36","7600","7635","7600","28744","219122896","24492300000","0","3210000","S&P GSCI Grains Select Index ER","15.89","0.00","0.00"
"457700","KODEX 53-09 국고채액티브","10870","-100","-0.91","10893.49","10950","10965","10870","26333","287814482","14565800000","0","1340000","KAP 53-09 국고채 총수익 지수","109.75","0.00","0.00"
"395160","KODEX AI반도체","20805","70","0.34","20806.72","20580","20875","20530","4359841","90467108132","1951509000000","0","93800000","FnGuide AI반도체지수","4789.64","14.06","0.29"
"471990","KODEX AI반도체핵심장비","17165","-130","-0.75","17185.73","17270","17385","17100","665026","11452449783","236018750000","0","13750000","iSelect AI 반도체핵심장비 지수","4817.46","-37.55","-0.77"
"487240","KODEX AI전력핵심설비","26900","185","0.69","26906.26","26765","27410","26685","3853301","104121625875","1285820000000","0","47800000","iSelect AI 전력핵심설비 지수(Price Return)","16265.07","88.64","0.55"
"481050","KODEX CD1년금리플러스액티브(합성)","1023245","85","0.01","1023266.28","1023240","1023245","1023240","16446","16828234996","3016935558000","0","2948400","KAP 1년은행 CD+추가금리 지수(총수익지수)","1221.26","0.10","0.01"
"459580","KODEX CD금리액티브(합성)","1075130","80","0.01","1075160.89","1075130","1075135","1075130","417851","449244542088","8646302973000","0","8042100","KAP 양도성예금증서(CD)금리지수(총수익지수)","122.99","0.02","0.02"
"439860","KODEX ESG종합채권(A-이상)액티브","113940","-55","-0.05","114000.40","114015","114030","113920","5975","681216430","410411880000","0","3602000","KAP ESG 종합채권지수(A- 이상, 총수익)","130.38","0.00","0.00"
"266370","KODEX IT","35240","425","1.22","35258.34","34555","35335","34555","33521","1170775268","42288000000","0","1200000","KRX 정보기술","3041.10","41.56","1.39"
"368680","KODEX K-뉴딜디지털플러스","8965","60","0.67","8969.63","8885","8975","8820","1100","9789990","8965000000","0","1000000","FnGuide K-뉴딜 디지털 플러스 지수","2135.11","8.19","0.39"
"423160","KODEX KOFR금리액티브(합성)","110805","5","0.00","110799.30","110800","110805","110800","363728","40302743575","4460122860000","0","40252000","KOFR 지수","1178.32","0.25","0.02"
"292190","KODEX KRX300","32875","550","1.70","32810.23","32325","32905","32300","14795","481112610","42737500000","0","1300000","KRX 300","3196.47","41.25","1.31"
"306950","KODEX KRX300레버리지","49085","1400","2.94","49237.33","47850","49325","47430","6335","305892772","49085000000","0","1000000","KRX 300","3195.19","39.97","1.27"
"229720","KODEX KTOP30","27065","565","2.13","27004.46","26540","27065","26470","10844","288640890","13532500000","0","500000","KTOP 30","13606.29","224.97","1.68"
"0080G0","KODEX K방산TOP10","13295","350","2.70","13264.84","13190","13410","13025","2975731","39454199335","296478500000","0","22300000","iSelect K방산 TOP10 지수(Price Return)","12651.56","293.35","2.37"
"0100K0","KODEX K방산TOP10레버리지","14370","580","4.21","14416.03","14195","14665","13860","1572997","22586624267","77598000000","0","5400000","iSelect K방산 TOP10 지수(Price Return)","12639.68","281.47","2.28"
"0098F0","KODEX K원자력SMR","14195","450","3.27","14162.00","14250","14255","13840","1975428","27754373060","111430750000","0","7850000","iSelect K원자력SMR 지수(Price Return)","5497.99","146.64","2.74"
"0115D0","KODEX K조선TOP10","11005","310","2.90","11025.63","10850","11010","10750","1063738","11615811848","111700750000","0","10150000","KRX K조선 TOP10 지수","6957.69","212.63","3.15"
"266360","KODEX K콘텐츠","13060","30","0.23","13112.70","13015","13120","12925","100495","1309098075","56158000000","0","4300000","KRX K콘텐츠","2032.30","9.65","0.48"
"291890","KODEX MSCI EM선물(H)","10910","-10","-0.09","10886.63","10920","10925","10835","885","9640565","7091500000","0","650000","iEdge Emerging Markets Futures Index(ER)","1517.86","1.02","0.07"
"289040","KODEX MSCI KOREA ESG유니버설","20975","250","1.21","20957.03","20730","21035","20640","17366","362459565","14682500000","0","700000","MSCI Korea ESG Universal Capped Index","2928.85","27.03","0.93"
"156080","KODEX MSCI Korea","33715","605","1.83","33681.25","33180","33775","33060","6148","205982595","23600500000","0","700000","MSCI Korea Index","1641.10","21.82","1.35"
"278540","KODEX MSCI Korea TR","24990","325","1.32","24925.47","24555","24990","24460","24269","600116715","2001699000000","0","80100000","MSCI Korea TR Index","3160.33","43.64","1.40"
"251350","KODEX MSCI선진국","38020","-160","-0.42","38122.31","38180","38530","37790","114311","4341192746","498062000000","0","13100000","MSCI World","4517.46","2.18","0.05"
"269420","KODEX S&P글로벌인프라(합성)","22185","-95","-0.43","22376.28","22210","22215","22005","5450","120824782","22384665000","0","1009000","S&P Global Infrastructure Index","3581.92","0.00","0.00"
"433970","KODEX TDF2030액티브","13835","-85","-0.61","13869.85","13950","13950","13815","95639","1323801037","78167750000","0","5650000","Samsung Korea Target Date 2030 Index (Price Return)","1874.33","0.00","0.00"
"433980","KODEX TDF2040액티브","15515","-85","-0.54","15555.71","15600","15600","15490","142781","2214752698","103950500000","0","6700000","Samsung Korea Target Date 2040 Index (Price Return)","2183.92","0.00","0.00"
"434060","KODEX TDF2050액티브","16720","-85","-0.51","16738.18","16805","16805","16660","406274","6780949920","443916000000","0","26550000","Samsung Korea Target Date 2050 Index (Price Return)","2532.51","0.00","0.00"
"0082V0","KODEX TDF2060액티브","11245","-95","-0.84","11256.70","11340","11340","11220","311541","3500824525","91084500000","0","8100000","Samsung Korea Target Date 2060 Index","2620.87","0.00","0.00"
"329650","KODEX TRF3070","14410","-50","-0.35","14443.93","14515","14515","14405","126639","1827415533","262262000000","0","18200000","FnGuide TRF 3070 지수","1864.78","-4.02","-0.22"
"329660","KODEX TRF5050","17815","-90","-0.50","17866.56","17895","17895","17800","103785","1851296354","105108500000","0","5900000","FnGuide TRF 5050 지수","2317.76","-3.99","-0.17"
"329670","KODEX TRF7030","21680","-95","-0.44","21786.61","21755","21755","21650","44750","970517404","84552000000","0","3900000","FnGuide TRF 7030 지수","2849.90","-3.53","-0.12"
"395170","KODEX Top10동일가중","14055","605","4.50","14019.66","13585","14055","13530","71306","983777216","67464000000","0","4800000","FnGuide TOP10 동일가중 지수","2211.25","85.13","4.00"
"315930","KODEX Top5PlusTR","51730","1405","2.79","51729.11","50335","51870","50325","127057","6512755509","1479478000000","0","28600000","FnGuide TOP 5 Plus Total Return 지수","5294.44","135.66","2.63"
"261220","KODEX WTI원유선물(H)","13765","85","0.62","13815.92","13720","13860","13710","130853","1804883719","76395750000","0","5550000","S&P GSCI Crude Oil Index ER","132.95","0.00","0.00"
"271050","KODEX WTI원유선물인버스(H)","4190","-15","-0.36","4167.56","4190","4190","4155","120844","504968133","17807500000","0","4250000","S&P GSCI Crude Oil Index ER","132.95","0.00","0.00"
"468370","KODEX iShares미국인플레이션국채액티브","11630","-40","-0.34","11641.51","11645","11665","11620","23162","269535230","17910200000","0","1540000","ICE U.S. Treasury Inflation Linked Bond Index(Total Return)","127.54","0.00","0.00"
"468630","KODEX iShares미국투자등급회사채액티브","12045","-65","-0.54","12060.88","12070","12080","12025","45127","544145309","35050950000","0","2910000","Markit iBoxx USD Liquid Investment Grade Index(Total Return)","344.26","0.00","0.00"
"468380","KODEX iShares미국하이일드액티브","11965","-5","-0.04","11975.98","11970","11995","11930","125864","1507090270","114983650000","0","9610000","ICE BofAML US HY Constrained Index(Total Return)","620.72","0.00","0.00"
"275290","KODEX 가치주","20795","150","0.73","20749.48","20565","20820","20430","21965","455276125","18715500000","0","900000","MSCI Korea IMI Enhanced Value Capped","12112.94","96.83","0.81"
"117700","KODEX 건설","4980","125","2.57","4989.42","4955","5000","4875","864840","4277231419","40338000000","0","8100000","KRX 건설","1000.99","24.17","2.47"
"300950","KODEX 게임산업","6215","-5","-0.08","6218.68","6195","6230","6155","128304","794060534","37911500000","0","6100000","FnGuide 게임 산업 지수","765.57","1.28","0.17"
"266390","KODEX 경기소비재","10590","115","1.10","10637.36","10470","10655","10435","3574","37779533","6354000000","0","600000","KRX 경기소비재","1207.42","21.59","1.82"
"279530","KODEX 고배당주","14740","220","1.52","14735.47","14520","14745","14450","550961","8063994556","272690000000","0","18500000","FnGuide 고배당 Plus 지수","22822.35","409.90","1.83"
"132030","KODEX 골드선물(H)","26945","390","1.47","26480.84","26960","27020","26855","178578","4809997845","444592500000","0","16500000","S&P GSCI Gold Index(TR)","2255.76","0.00","0.00"
"280940","KODEX 골드선물인버스(H)","3280","-45","-1.35","3322.01","3285","3295","3260","10152","33281919","2952000000","0","900000","S&P GSCI GOLD Index Excess Return","278.97","0.00","0.00"
"138910","KODEX 구리선물(H)","9370","55","0.59","9250.16","9345","9410","9320","362754","3394936016","61842000000","0","6600000","S&P GSCI North American Copper Index(TR)","821.22","0.00","0.00"
"471230","KODEX 국고채10년액티브","107435","-620","-0.57","107465.06","107795","107975","107435","69515","7491603313","608619275000","0","5665000","KAP 국고채 10년 지수(TR)","112.97","0.00","0.00"
"439870","KODEX 국고채30년액티브","106570","-1125","-1.04","106656.83","107520","107600","106570","29491","3162964987","586987560000","0","5508000","KAP 국고채 30년 총수익 지수","96.14","0.00","0.00"
"114260","KODEX 국고채3년","61610","-90","-0.15","61647.21","61665","61700","61590","42029","2590538001","412047680000","0","6688000","MKF 국고채지수(총수익)","203.79","-0.14","-0.07"
"152380","KODEX 국채선물10년","66860","-305","-0.45","66842.14","67085","67165","66855","6029","404274267","79028520000","0","1182000","10년국채선물지수","1176.78","-6.35","-0.54"
"176950","KODEX 국채선물10년인버스","57360","310","0.54","57343.88","57080","57360","57080","200","11444000","23747040000","0","414000","10년국채선물지수","1176.78","-6.35","-0.54"
"292770","KODEX 국채선물3년인버스","56595","85","0.15","56624.97","0","0","0","0","0","22072050000","0","390000","국채선물지수","1216.30","-1.62","-0.13"
"276990","KODEX 글로벌로봇(합성)","25270","-415","-1.62","25219.60","25140","25990","24935","101876","2571177263","36262450000","0","1435000","ROBO Global Robotics & Automation UCITS Price Return Index","1217.92","0.00","0.00"
"476070","KODEX 글로벌비만치료제TOP2 Plus","12140","240","2.02","12265.29","12020","12305","12020","149689","1820329373","62521000000","0","5150000","iSelect 글로벌 비만치료제TOP2 Plus 지수(PR)","3261.26","1.57","0.05"
"0064K0","KODEX 금액티브","14440","205","1.44","14442.86","14380","14465","14370","469127","6766213658","238548800000","0","16520000","Bloomberg Gold Spot NY 4pm USD Index","3914.86","0.00","0.00"
"0089D0","KODEX 금융고배당TOP10","10810","-65","-0.60","10867.44","10875","10895","10770","309568","3356569906","214038000000","0","19800000","코스피 200 금융 고배당 TOP 10 지수","2240.36","-13.80","-0.61"
"498410","KODEX 금융고배당TOP10타겟위클리커버드콜","11670","-85","-0.72","11636.89","11705","11730","11635","1171106","13672480533","575331000000","0","49300000","코스피 200 금융 고배당 TOP 10 타겟 15%분배 위클리 커버드콜 지수","1050.53","-9.62","-0.91"
"102960","KODEX 기계장비","15710","330","2.15","15780.35","15520","15760","15505","36996","579295341","24821800000","0","1580000","KRX 기계장비","1712.58","36.74","2.19"
"404260","KODEX 기후변화솔루션","19160","570","3.07","19188.20","18590","19170","18590","1289","24381350","17244000000","0","900000","KRX 기후변화 솔루션지수","3678.20","99.99","2.79"
"273140","KODEX 단기변동금리부채권액티브","114695","-5","0.00","114695.73","114695","114705","114690","4123","472889540","308873635000","0","2693000","KAP 단기변동금리부은행채권지수","146.18","0.00","0.00"
"153130","KODEX 단기채권","113350","-5","0.00","113358.17","113355","113370","113350","25484","2888910397","753210750000","0","6645000","KRW Cash 지수(총수익)","172.65","0.01","0.01"
"214980","KODEX 단기채권PLUS","114825","10","0.01","114835.27","114815","114835","114810","48965","5622582725","1951450875000","0","16995000","KRW Cash PLUS 지수(총수익)","167.48","0.01","0.01"
"487950","KODEX 대만테크고배당다우존스","11060","70","0.64","10991.31","10920","11150","10880","24856","274109073","13272000000","0","1200000","Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR)","2975.39","0.00","0.00"
"122630","KODEX 레버리지","66060","1750","2.72","66408.61","63830","66650","63785","21650716","1412706359106","4944591000000","0","74850000","코스피 200","713.96","9.32","1.32"
"445290","KODEX 로봇액티브","33605","3165","10.40","32890.01","30990","33655","30970","4149234","135334208980","762833500000","0","22700000","iSelect K-로봇테마 지수","3816.53","195.94","5.41"
"488770","KODEX 머니마켓액티브","103345","0","0.00","103340.76","103350","103350","103345","696307","71961688157","7780431670000","0","75286000","KAP MMF 지수(TR)","119.44","0.00","0.00"
"321410","KODEX 멀티에셋하이인컴(H)","10530","-115","-1.08","10697.29","10605","10610","10530","6387","67568175","5265000000","0","500000","Morningstar Multi-Asset High Income 10% Capped Index","1097.96","0.00","0.00"
"337120","KODEX 멀티팩터","23970","120","0.50","24081.02","23790","24080","23715","432","10343240","14382000000","0","600000","FnGuide 멀티팩터 지수","15085.62","199.28","1.34"
"401470","KODEX 메타버스액티브","8365","80","0.97","8392.48","8250","8395","8250","74695","623472000","90342000000","0","10800000","FnGuide K-메타버스 지수","1169.68","5.33","0.46"
"244620","KODEX 모멘텀Plus","16590","110","0.67","16628.39","16497","16640","16475","3625","59811106","9954000000","0","600000","FnGuide 모멘텀 Plus 지수","5417.86","53.06","0.99"
"275280","KODEX 모멘텀주","28585","295","1.04","28519.49","28305","28595","28130","24694","701761915","20009500000","0","700000","MSCI Korea IMI Momentum Capped","9287.95","107.76","1.17"
"308620","KODEX 미국10년국채선물","12480","-50","-0.40","12490.10","12510","12520","12465","78923","985738603","106080000000","0","8500000","S&P 10-Year U.S. Treasury Note Futures KRW(ER)","240.84","0.00","0.00"
"0091C0","KODEX 미국10년국채액티브(H)","9975","-40","-0.40","9974.85","9985","9985","9970","251925","2513023384","163590000000","0","16400000","KAP 미국 국채 10년 지수(총수익)","93.63","0.00","0.00"
"484790","KODEX 미국30년국채액티브(H)","8850","-95","-1.06","8888.44","8870","8890","8845","871631","7724776868","685875000000","0","77500000","KEDI-KAP 미국 국채 20+ 지수(TR)","73.83","0.00","0.00"
"304660","KODEX 미국30년국채울트라선물(H)","7590","-80","-1.04","7638.17","7625","7630","7585","110580","840475937","231495000000","0","30500000","S&P Ultra T-Bond Futures Index(ER)","110.46","0.00","0.00"
"304670","KODEX 미국30년국채울트라선물인버스(H)","11730","135","1.16","11691.94","11670","11730","11670","20022","234757895","7038000000","0","600000","S&P Ultra T-Bond Futures Index(ER)","110.46","0.00","0.00"
"481060","KODEX 미국30년국채타겟커버드콜(합성 H)","8245","-40","-0.48","8292.53","8260","8260","8210","1489030","12260075168","914370500000","0","110900000","Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR)","931.10","0.00","0.00"
"0151S0","KODEX 미국AI반도체TOP3플러스","10440","-45","-0.43","10539.04","10500","10515","10425","1870844","19545516602","60552000000","0","5800000","Akros 미국 AI 반도체 Top 3 플러스 지수 (Price Return)","18363.24","0.00","0.00"
"0041D0","KODEX 미국AI소프트웨어TOP10","14445","-465","-3.12","14572.03","14460","14480","14420","177746","2566683025","65724750000","0","4550000","iSelect 미국 AI 소프트웨어 TOP10 지수(PR)","3599.22","0.00","0.00"
"487230","KODEX 미국AI전력핵심인프라","18180","-195","-1.06","18421.03","18310","18385","18165","1570005","28651446625","1526211000000","0","83950000","iSelect 미국AI전력핵심인프라 지수(Price Return)","7748.17","0.00","0.00"
"485540","KODEX 미국AI테크TOP10","14915","-245","-1.62","15074.06","14945","14980","14895","515241","7686424370","315452250000","0","21150000","KEDI 미국AI테크 TOP10 지수(PR)","12242.67","0.00","0.00"
"483280","KODEX 미국AI테크TOP10타겟커버드콜","12770","-205","-1.58","12870.50","12790","12795","12745","865555","11049768333","597636000000","0","46800000","KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return)","9930.59","0.00","0.00"
"428560","KODEX 미국ETF산업Top10 Indxx","17975","-120","-0.66","18313.45","18130","18215","17960","37558","678984756","14380000000","0","800000","Indxx US ETF Industry Top10 Index(Price Return)","4140.52","0.00","0.00"
"379800","KODEX 미국S&P500","23110","-270","-1.15","23293.97","23380","23380","23080","6606875","152768047808","7710651500000","0","333650000","S&P 500","6940.01","0.00","0.00"
"449180","KODEX 미국S&P500(H)","15605","-175","-1.11","15726.75","15645","15650","15580","316106","4931695056","743578250000","0","47650000","S&P 500","6940.01","0.00","0.00"
"453660","KODEX 미국S&P500경기소비재","19235","-285","-1.46","19488.29","19360","19360","19210","13018","250575368","13464500000","0","700000","S&P Consumer Discretionary Select Sector Index(Price Return)","2472.88","0.00","0.00"
"453650","KODEX 미국S&P500금융","19535","-155","-0.79","19732.12","19580","19605","19480","29505","576853049","43953750000","0","2250000","S&P Financial Select Sector Index(Price Return)","670.44","0.00","0.00"
"0005A0","KODEX 미국S&P500데일리커버드콜OTM","9985","-115","-1.14","10070.30","10000","10050","9970","383475","3831063935","126809500000","0","12700000","S&P 500 Covered Call 1% OTM Daily Index(TR)","365.56","0.00","0.00"
"276970","KODEX 미국S&P500배당귀족커버드콜(합성 H)","7895","-65","-0.82","8012.23","7960","7960","7880","40609","321058047","37106500000","0","4700000","S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index","111.96","0.00","0.00"
"0026E0","KODEX 미국S&P500버퍼3월액티브","11115","-85","-0.76","11312.72","11200","11200","11100","4975","55380257","75026250000","0","6750000","S&P500 10% Buffered Index March Series (USD) TR","199.24","0.00","0.00"
"0068M0","KODEX 미국S&P500버퍼6월액티브","11780","-80","-0.67","11886.83","11860","11860","11705","748","8770180","58900000000","0","5000000","S&P500 10% Buffered Index June Series (USD) TR","408.59","0.00","0.00"
"0089C0","KODEX 미국S&P500변동성확대시커버드콜","11240","-125","-1.10","11387.96","11305","11305","11220","4683","52635020","85986000000","0","7650000","Cboe S&P 500 Volatility Contingent Daily Covered Call Index(Total Retrun)","3151.70","0.00","0.00"
"200030","KODEX 미국S&P500산업재(합성)","42040","-80","-0.19","42557.91","42295","42295","42010","7221","304146960","47883560000","0","1139000","S&P Select Sector Industrial Index","1683.52","0.00","0.00"
"219480","KODEX 미국S&P500선물(H)","30040","-330","-1.09","30304.11","30095","30095","30020","19243","578382227","148698000000","0","4950000","S&P 500 Futures Total Return Index","1047.40","0.00","0.00"
"0041E0","KODEX 미국S&P500액티브","14370","-150","-1.03","14501.13","14425","14425","14350","82536","1186656387","54606000000","0","3800000","S&P 500","6940.01","0.00","0.00"
"218420","KODEX 미국S&P500에너지(합성)","16365","-55","-0.33","16393.41","16245","16365","16155","65912","1072464376","29113335000","0","1779000","S&P Select Sector Energy Index","1004.50","0.00","0.00"
"463640","KODEX 미국S&P500유틸리티","14725","-250","-1.67","14923.47","14820","14820","14680","10523","154697655","13988750000","0","950000","S&P Utilities Select Sector Index(Price Return)","879.18","0.00","0.00"
"463690","KODEX 미국S&P500커뮤니케이션","19200","-505","-2.56","19516.85","19340","19345","19200","2700","52028101","11520000000","0","600000","S&P Communication Services Select Sector Index(Price Return)","601.44","0.00","0.00"
"463680","KODEX 미국S&P500테크놀로지","18420","-305","-1.63","18617.72","18560","18560","18255","45746","843597304","68154000000","0","3700000","S&P Technology Select Sector Index(Price Return)","2933.66","0.00","0.00"
"453630","KODEX 미국S&P500필수소비재","12770","-170","-1.31","12914.11","12820","12825","12755","11951","152816887","15324000000","0","1200000","S&P Consumer Staples Select Sector Index(Price Return)","831.14","0.00","0.00"
"453640","KODEX 미국S&P500헬스케어","13815","-260","-1.85","13942.76","13870","13875","13785","69029","953935363","65621250000","0","4750000","S&P Health Care Select Sector Index(Price Return)","1573.87","0.00","0.00"
"185680","KODEX 미국S&P바이오(합성)","39000","-540","-1.37","39345.89","39135","39135","38930","8024","312981156","20553000000","0","527000","S&P Biotechnology Select Industry Index","9705.87","0.00","0.00"
"0028X0","KODEX 미국금융테크액티브","12470","-135","-1.07","12629.03","12605","12605","12445","9996","124649384","21199000000","0","1700000","iSelect 미국 차세대 파이낸셜 테크 지수(시장가격)","1209.03","0.00","0.00"
"379810","KODEX 미국나스닥100","24815","-340","-1.35","25041.63","25155","25155","24770","3650085","90585668909","5098241750000","0","205450000","NASDAQ 100","25529.26","0.00","0.00"
"449190","KODEX 미국나스닥100(H)","19330","-300","-1.53","19534.41","19480","19480","19295","337642","6524658957","498714000000","0","25800000","NASDAQ 100","25529.26","0.00","0.00"
"494300","KODEX 미국나스닥100데일리커버드콜OTM","10205","-100","-0.97","10259.78","10210","10250","10195","1299082","13270866908","510250000000","0","50000000","NASDAQ-100 Daily Covered Call 101 Index(TR)","305.70","0.00","0.00"
"409820","KODEX 미국나스닥100레버리지(합성 H)","15600","-475","-2.95","15923.27","15700","15700","15545","183694","2867077642","230880000000","0","14800000","NASDAQ 100","25529.26","0.00","0.00"
"304940","KODEX 미국나스닥100선물(H)","28255","-440","-1.53","28575.47","28340","28340","28225","11035","311880522","111607250000","0","3950000","NASDAQ 100","25529.26","0.00","0.00"
"409810","KODEX 미국나스닥100선물인버스(H)","6435","105","1.66","6359.74","6410","6435","6410","109611","704262740","18983250000","0","2950000","NASDAQ 100","25529.26","0.00","0.00"
"411420","KODEX 미국나스닥AI테크액티브","21020","-150","-0.71","21324.01","20855","21130","20855","37876","798120895","105100000000","0","5000000","Nasdaq CB Insights Metaverse US Index (Price Return)","1806.19","0.00","0.00"
"455030","KODEX 미국달러SOFR금리액티브(합성)","12680","5","0.04","12684.94","12680","12695","12655","115409","1462969722","650991200000","0","51340000","Bloomberg SOFR Daily Total Return Index","122.85","0.00","0.00"
"261240","KODEX 미국달러선물","14950","5","0.03","14948.36","14945","14970","14915","56710","847442663","76843000000","0","5140000","미국달러선물지수","1641.13","0.00","0.00"
"261250","KODEX 미국달러선물레버리지","17875","40","0.22","17884.15","17860","17935","17815","52712","943112977","39861250000","0","2230000","미국달러선물지수","1641.13","0.00","0.00"
"261270","KODEX 미국달러선물인버스","7605","-10","-0.13","7623.05","7615","7625","7600","42341","322234841","71182800000","0","9360000","미국달러선물지수","1641.13","0.00","0.00"
"261260","KODEX 미국달러선물인버스2X","4810","5","0.10","4821.08","4805","4820","4785","873613","4194825395","254112300000","0","52830000","미국달러선물지수","1641.13","0.00","0.00"
"0144M0","KODEX 미국드론UAM TOP10","12125","165","1.38","12205.89","12075","12170","12075","289058","3505508339","43043750000","0","3550000","iSelect 미국드론UAM TOP10 지수(Price Return)","6343.22","0.00","0.00"
"280930","KODEX 미국러셀2000(H)","15315","-160","-1.03","15469.25","15365","15365","15300","59023","904666221","35224500000","0","2300000","FTSE Russell 2000 Index","2677.74","0.00","0.00"
"0048J0","KODEX 미국머니마켓액티브","14765","-10","-0.07","14775.27","14770","14790","14745","790748","11681656692","584265815000","0","39571000","KAP 미국 머니마켓 지수","150.68","0.00","0.00"
"390390","KODEX 미국반도체","39960","-415","-1.03","40356.32","40375","40375","39910","344129","13771585729","833166000000","0","20850000","MVIS US Listed Semiconductor 25 Index","12063.56","0.00","0.00"
"489250","KODEX 미국배당다우존스","11615","-115","-0.98","11650.21","11615","11635","11590","334902","3888647837","374003000000","0","32200000","Dow Jones U.S. Dividend 100 Price Return Index","6120.57","0.00","0.00"
