종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"395750","PLUS ESG가치주액티브","14600","190","1.32","14579.71","14375","14600","14375","192","2783070","5840000000","0","400000","FnGuide 한화 ESG 가치 지수","2228.88","26.50","1.20"
"395760","PLUS ESG성장주액티브","15615","155","1.00","15576.52","15420","15615","15355","6685","103896485","10930500000","0","700000","FnGuide 한화 ESG 성장 지수","2597.95","24.98","0.97"
"453010","PLUS KOFR금리","108180","20","0.02","108180.44","108175","108185","108175","3101","335453467","26828640000","0","248000","KOFR 지수","1178.32","0.25","0.02"
"429740","PLUS K리츠","7185","25","0.35","7204.61","7160","7185","7150","8734","62619379","10059000000","0","1400000","FnGuide 리츠 지수","693.58","2.57","0.37"
"449450","PLUS K방산","69700","1390","2.03","69579.76","69135","70300","68430","1687067","117304778232","1446275000000","0","20750000","FnGuide K-방위산업 지수","7354.64","161.55","2.25"
"0104G0","PLUS K방산레버리지","14480","670","4.85","14454.52","14360","14780","14000","281282","4061145341","30408000000","0","2100000","FnGuide K-방위산업 지수","7354.64","161.55","2.25"
"0090B0","PLUS K방산소부장","10760","170","1.61","10771.55","10620","10815","10620","260896","2790293289","14526000000","0","1350000","Akros K방산소부장 지수(PR)","1708.21","30.90","1.84"
"269530","PLUS S&P글로벌인프라","20475","-35","-0.17","20591.55","20640","20655","20460","2445","50299600","10237500000","0","500000","S&P Global Infrastructure Index","3581.92","0.00","0.00"
"433880","PLUS TDF2060액티브","18100","-30","-0.17","17943.22","18100","18110","17950","67247","1215723891","38372000000","0","2120000","Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return)","3083.84","0.00","0.00"
"251590","PLUS 고배당저변동50","15900","-50","-0.31","15911.80","15950","15950","15810","4186","66434489","10335000000","0","650000","FnGuide 고배당저변동50 지수","2755.65","1.97","0.07"
"161510","PLUS 고배당주","22680","400","1.80","22713.35","22280","22705","22210","2129541","48026908762","1946624400000","0","85830000","FnGuide 배당주 지수","22158.54","452.53","2.08"
"0018C0","PLUS 고배당주위클리고정커버드콜","12070","190","1.60","12099.13","11880","12085","11855","310969","3739729681","71816500000","0","5950000","코스피 고배당 위클리 고정 커버드콜 지수","1590.24","27.60","1.77"
"489030","PLUS 고배당주위클리커버드콜","8745","95","1.10","8756.90","8650","8750","8650","563805","4915754853","203321250000","0","23250000","코스피 고배당 위클리 콜매도 ATM 지수","1527.52","15.40","1.02"
"251600","PLUS 고배당주채권혼합","14715","135","0.93","14692.58","14580","14720","14535","567919","8319379576","407605500000","0","27700000","FnGuide 고배당 채권혼합 지수","3813.66","39.66","1.05"
"461460","PLUS 국고채10년액티브","53130","-300","-0.56","53122.33","53290","53370","53130","352","18758395","52173660000","0","982000","KAP 국고채 10년 동일가중 지수(총수익)","112.38","0.00","0.00"
"451600","PLUS 국고채30년액티브","102800","-390","-0.38","102238.95","103180","103290","102800","208","21468809","14083600000","0","137000","KAP 국고채 30년 지수(총수익)","93.58","0.00","0.00"
"491230","PLUS 국공채머니마켓액티브","51585","0","0.00","51582.82","51580","51590","51580","2126","109666120","143509470000","0","2782000","KAP 국공채 MMF 지수(총수익)","119.01","0.00","0.00"
"289670","PLUS 국채선물10년","53635","-290","-0.54","53643.00","53800","53925","53635","581","31289314","6650740000","0","124000","10년국채선물지수","1176.78","-6.35","-0.54"
"298340","PLUS 국채선물3년","56100","-65","-0.12","56057.49","56140","56660","56080","40137","2253604690","43758000000","0","780000","국채선물지수","1216.30","-1.62","-0.13"
"489010","PLUS 글로벌AI인프라","16475","35","0.21","16580.69","17340","17340","16370","2399","39473790","2471250000","0","150000","Solactive Global AI Infrastructure Index (PR)","10722.38","-5.51","-0.05"
"442580","PLUS 글로벌HBM반도체","53850","2155","4.17","52622.28","51710","53875","51710","542896","28652473518","161550000000","0","3000000","iSelect 글로벌HBM반도체 지수","13475.43","46.37","0.35"
"189400","PLUS 글로벌MSCI(합성 H)","23870","90","0.38","23848.11","23870","23870","23860","92","2195160","7161000000","0","300000","MSCI ACWI Index","1038.84","0.52","0.05"
"496770","PLUS 글로벌방산","21260","145","0.69","21254.00","21600","21600","21105","151970","3228406354","62717000000","0","2950000","Solactive Global Defense Index(PR)","4433.41","0.00","0.00"
"419650","PLUS 글로벌수소&차세대연료전지","4920","-5","-0.10","5047.76","4930","4980","4920","123577","610262934","21894000000","0","4450000","BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격)","48.26","0.00","0.00"
"0007G0","PLUS 글로벌원자력밸류체인","17655","105","0.60","17950.15","17685","18050","17615","130130","2301287951","67089000000","0","3800000","Solactive Global Nuclear Energy Value Chain Index(PR)","7416.92","0.00","0.00"
"0035T0","PLUS 글로벌휴머노이드로봇액티브","19960","510","2.62","19977.64","20015","20065","19460","224996","4451990492","74850000000","0","3750000","iSelect 글로벌휴머노이드로봇 (PR)","6832.89","0.00","0.00"
"415920","PLUS 글로벌희토류&전략자원생산기업","9055","-115","-1.25","9060.17","9155","9160","8960","589259","5312513181","60215750000","0","6650000","MVIS Global Rare Earth/Strategic Metals Index (Price Return)","590.94","3.60","0.61"
"0138Y0","PLUS 금채권혼합","10440","75","0.72","10320.98","10410","10455","10410","730287","7621403831","43848000000","0","4200000","Akros 미국 금현물 ETF 채권혼합 지수","2065.46","0.00","0.00"
"278620","PLUS 단기채권액티브","117475","0","0.00","117474.83","117460","117490","117460","699","82117180","54625875000","0","465000","KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)","149.59","0.01","0.01"
"477050","PLUS 머니마켓액티브","52470","0","0.00","52472.33","52470","52475","52465","81431","4272371934","523965420000","0","9986000","KAP 시가평가 MMF 지수(총수익)","119.09","0.00","0.00"
"0050E0","PLUS 미국AI에이전트","9340","-300","-3.11","9397.11","9510","9610","9305","6466","60296960","5137000000","0","550000","Solactive US AI Agents Index(PR)","3084.50","0.00","0.00"
"429760","PLUS 미국S&P500","18750","-220","-1.16","18909.38","18970","18970","18725","25439","476959025","33750000000","0","1800000","S&P 500","6940.01","0.00","0.00"
"269540","PLUS 미국S&P500(H)","27480","-310","-1.12","27704.79","27790","27790","27450","12379","340241298","93432000000","0","3400000","S&P 500","6940.01","0.00","0.00"
"0057H0","PLUS 미국S&P500미국채혼합50액티브","11715","-70","-0.59","11733.62","11750","11750","11690","227764","2670577244","53889000000","0","4600000","S&P 500 and U.S. Treasury Bill 0-3 Month 50/50 Blend Index (USD)","276.28","0.00","0.00"
"494410","PLUS 미국S&P500성장주","13420","-110","-0.81","13536.86","13530","13530","13165","29098","390063265","30866000000","0","2300000","S&P 500 Growth Index(PR)","4997.11","0.00","0.00"
"0089B0","PLUS 미국나스닥100미국채혼합50","11010","-85","-0.77","11068.69","11035","11035","10992","51443","566425734","23121000000","0","2100000","Nasdaq-100 US T-Bills 1-3 Month 50/50 Index (USD)","2834.71","0.00","0.00"
"287180","PLUS 미국나스닥테크","43915","-655","-1.47","44476.69","44575","44575","43865","3627","159545970","32936250000","0","750000","NASDAQ 100 Technology Sector Index","12954.55","0.00","0.00"
"213630","PLUS 미국다우존스고배당주(합성 H)","18910","-360","-1.87","19154.69","19270","19270","18875","7002","132614942","17397200000","0","920000","Dow Jones U.S Select Dividend Index(시장가격지수)","1051.71","0.00","0.00"
"332610","PLUS 미국단기회사채(AAA~A)","134800","50","0.04","134760.69","134810","134965","134600","2316","312149945","35856800000","0","266000","ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수)","595.67","0.00","0.00"
"456200","PLUS 미국달러SOFR금리액티브(합성)","62545","5","0.01","62521.74","62450","62555","62425","201","12560570","6879950000","0","110000","Solactive SOFR Daily Total Return Index","1228.46","0.00","0.00"
"0078V0","PLUS 미국로보택시","12720","-245","-1.89","12796.81","12760","12760","12575","18649","236563581","9540000000","0","750000","KEDI 미국로보택시 지수(PR)","4604.66","0.00","0.00"
"494420","PLUS 미국배당증가성장주데일리커버드콜","9960","25","0.25","9986.98","9915","9960","9870","28931","287165395","17928000000","0","1800000","Bloomberg U.S. Dividend Growth Partial Covered Call Index","1516.21","0.00","0.00"
"0023B0","PLUS 미국양자컴퓨팅TOP10","18415","-55","-0.30","18704.30","18525","18530","18350","45585","840119506","31305500000","0","1700000","iSelect 미국양자컴퓨팅 TOP10 (PR)","8180.44","0.00","0.00"
"332620","PLUS 미국장기우량회사채","99875","-955","-0.95","100324.45","100135","100312","99860","1214","121416570","34656625000","0","347000","ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수)","1191.38","0.00","0.00"
"464470","PLUS 미국채30년액티브","53900","-710","-1.30","54211.31","54610","54610","53875","29868","1612241942","53576600000","0","994000","ICE U.S. Treasury 20+ Year Bond Index(Total Return)","96.10","0.00","0.00"
"461900","PLUS 미국테크TOP10","21960","-320","-1.44","22192.64","21965","22105","21940","9813","215642172","17568000000","0","800000","iSelect 미국 Tech 10 지수","7110.11","0.00","0.00"
"461910","PLUS 미국테크TOP10레버리지(합성)","37410","-845","-2.21","38037.63","38090","38090","37000","6181","231281415","18705000000","0","500000","iSelect 미국 Tech 10 지수","7110.11","0.00","0.00"
"195970","PLUS 선진국MSCI(합성 H)","15355","-105","-0.68","15443.65","15450","15450","15325","14838","228456540","23032500000","0","1500000","MSCI EAFE Index","2997.19","5.12","0.17"
"238670","PLUS 스마트베타Quality채권혼합","12620","50","0.40","12583.68","12590","12625","12510","2210","27839735","3786000000","0","300000","WISE-KAP 스마트베타 Quality 채권혼합지수","1527.35","3.68","0.24"
"195980","PLUS 신흥국MSCI(합성 H)","13030","-100","-0.76","13280.56","13130","13130","12970","37161","483816039","90688800000","0","6960000","MSCI EM Index","1485.90","0.93","0.06"
"256450","PLUS 심천차이넥스트(합성)","15195","-80","-0.52","15365.42","15490","15490","15195","1148","17513456","7597500000","0","500000","SZSE ChiNext Price Index","3335.95","-25.06","-0.75"
"447660","PLUS 애플채권혼합","13050","-40","-0.31","13066.22","13245","13245","13035","21361","278689477","17617500000","0","1350000","FnGuide 애플채권혼합 지수","2368.89","-9.29","-0.39"
"239660","PLUS 우량회사채50","120320","-25","-0.02","120312.70","120345","120365","120300","1554","187012332","16844800000","0","140000","KOBI HALF CREDIT Index(총수익)","12546.29","-2.74","-0.02"
"421320","PLUS 우주항공&UAM","36730","875","2.44","36646.50","36480","36955","36100","576022","21079486748","154266000000","0","4200000","iSelect 우주항공UAM 지수","4133.61","103.47","2.57"
"464920","PLUS 일본반도체소부장","20825","-120","-0.57","20963.47","20945","21010","20670","24135","501501125","14577500000","0","700000","Solactive Japan Semiconductor Materials and Equipment Index PR","5734.21","-14.70","-0.26"
"489000","PLUS 일본엔화초단기국채(합성)","9860","15","0.15","9882.39","9890","9905","9850","110468","1090975161","21692000000","0","2200000","KAP 일본 단기 국채 지수(총수익)","99.66","0.00","0.00"
"0098N0","PLUS 자사주매입고배당주","11345","205","1.84","11337.86","11140","11350","11110","299598","3377513046","91327250000","0","8050000","FnGuide 고배당주 플러스 자사주 지수 (PR)","3052.69","48.91","1.63"
"451000","PLUS 종합채권(AA-이상)액티브","111315","-340","-0.30","111340.58","111495","111495","111260","937","104311710","497355420000","0","4468000","KAP 종합채권지수(AA-이상, 총수익)","118.72","0.00","0.00"
"280920","PLUS 주도업종","19540","400","2.09","19484.59","19060","19540","19040","5177","100340015","10747000000","0","550000","FnGuide 주도업종 지수","2961.97","63.72","2.20"
"266550","PLUS 중형주저변동50","15635","5","0.03","15658.38","15680","15680","15635","920","14415340","3908750000","0","250000","FnGuide 중형주저변동50지수","3083.87","-8.09","-0.26"
"0047N0","PLUS 차이나AI테크TOP10","12080","-90","-0.74","12134.94","12160","12240","12080","27082","328660016","14496000000","0","1200000","Solactive China AI Tech Top10 Index(PR)","2483.87","0.00","0.00"
"0128D0","PLUS 차이나항셍테크위클리타겟커버드콜","9745","30","0.31","9756.91","9640","9760","9640","7614","74119965","7308750000","0","750000","HSTECH 15% Target Premium Weekly Covered Call Index","4000.49","0.00","0.00"
"495040","PLUS 코리아밸류업","20945","425","2.07","20892.84","20495","20945","20475","18179","374989459","51315250000","0","2450000","코리아 밸류업 지수","2135.98","43.53","2.08"
"301400","PLUS 코스닥150","16220","140","0.87","16339.60","16010","16235","15970","2530","40883350","6488000000","0","400000","코스닥 150","1621.65","15.80","0.98"
"301410","PLUS 코스닥150선물인버스","4255","-45","-1.05","4245.27","4310","4310","4255","120","513440","1063750000","0","250000","F-코스닥150 지수","1875.60","14.47","0.78"
"227830","PLUS 코스피","50925","860","1.72","50836.13","50130","50925","49970","1237","62410940","12731250000","0","250000","코스피","4904.66","63.92","1.32"
"122090","PLUS 코스피50","51930","670","1.31","52004.23","51185","52150","51000","33917","1751813107","54526500000","0","1050000","코스피 50","5201.73","76.50","1.49"
"328370","PLUS 코스피TR","27390","410","1.52","27320.57","26990","27390","26890","601","16321350","104082000000","0","3800000","코스피 TR","6383.89","83.20","1.32"
"457990","PLUS 태양광&ESS","22970","275","1.21","22988.96","22735","23035","22585","52161","1190714174","33306500000","0","1450000","FnGuide 태양광 & ESS 지수","5990.87","54.34","0.92"
"0132K0","PLUS 테슬라위클리커버드콜채권혼합","9740","-25","-0.26","9753.23","9765","9830","9735","303206","2955830885","55518000000","0","5700000","Akros 테슬라 위클리 커버드콜 채권혼합 지수","2857.69","0.00","0.00"
"0000J0","PLUS 한화그룹주","33290","400","1.22","33255.11","33300","33490","33030","412810","13737101408","191417500000","0","5750000","FnGuide 한화그룹주 지수","6959.60","70.94","1.03"
"148020","RISE 200","72420","1010","1.41","72415.28","71265","72680","71110","2106156","151895557792","2690403000000","0","37150000","코스피 200","713.96","9.32","1.32"
"361580","RISE 200TR","40540","580","1.45","40541.49","39885","40680","39815","106342","4294249371","405400000000","0","10000000","코스피 200 TR","939.69","12.27","1.32"
"290080","RISE 200고배당커버드콜ATM","8200","0","0.00","8221.85","8200","8250","8170","16752","137373581","15990000000","0","1950000","코스피 200 고배당커버드콜 ATM 지수(시장가격지수)","1121.87","-0.24","-0.02"
"284980","RISE 200금융","17520","-175","-0.99","17539.90","17530","17610","17435","9146","159993792","16118400000","0","920000","코스피 200 금융","1333.19","-8.15","-0.61"
"252400","RISE 200선물레버리지","60400","1630","2.77","60469.56","58205","60790","58205","3691","219269427","60400000000","0","1000000","코스피 200 선물지수","3521.96","45.78","1.32"
"252410","RISE 200선물인버스","2640","-45","-1.68","2644.79","2690","2695","2635","15572","41281450","2376000000","0","900000","코스피 200 선물지수","3521.96","45.78","1.32"
"252420","RISE 200선물인버스2X","444","-11","-2.42","441.32","459","459","440","954143","424695947","7104000000","0","16000000","코스피 200 선물지수","3521.96","45.78","1.32"
"475720","RISE 200위클리커버드콜","11970","75","0.63","11964.52","11880","11992","11875","1564569","18676247070","709222500000","0","59250000","코스피 200 위클리 커버드콜 ATM 지수","1475.89","5.56","0.38"
"0122W0","RISE 26-11 회사채(AA-이상)액티브","50175","15","0.03","50155.71","50160","50175","50160","1128","56592990","192772350000","0","3842000","KAP 26-11 회사채(AA-이상) 총수익지수","110.99","0.00","0.00"
"465330","RISE 2차전지TOP10","10720","440","4.28","10736.30","10300","10740","10220","410354","4307886951","60836000000","0","5675000","iSelect 2차전지 TOP10 지수(PR)","2361.86","98.00","4.33"
"465350","RISE 2차전지TOP10인버스(합성)","23255","-1060","-4.36","23313.02","24455","24570","23230","254389","6031422627","67439500000","0","2900000","iSelect 2차전지 TOP10 지수(PR)","2360.87","97.01","4.29"
"422420","RISE 2차전지액티브","7205","205","2.93","7241.43","7000","7255","6965","385891","2752245638","221049400000","0","30680000","iSelect 2차전지 지수 (시장가격지수)","4606.54","191.99","4.35"
"105780","RISE 5대그룹주","11750","445","3.94","11732.24","11310","11750","11310","52888","612868876","23500000000","0","2000000","MKF 5대그룹주","11645.85","403.75","3.59"
"469070","RISE AI&로봇","17215","1720","11.10","17017.61","15975","17285","15915","5933706","99617818668","367540250000","0","21350000","iSelect AI&로봇 지수(시장가격)","3834.05","336.15","9.61"
"0093A0","RISE AI반도체TOP10","19405","35","0.18","19693.60","19325","19420","19075","112939","2181627229","47542250000","0","2450000","FnGuide AI반도체TOP10 지수","3741.68","-4.58","-0.12"
"0101N0","RISE AI전력인프라","14325","285","2.03","14307.35","14170","14375","14120","521684","7446415443","68760000000","0","4800000","KRX-Akros AI 전력인프라 지수","8390.15","134.20","1.63"
"427120","RISE AI플랫폼","7035","-10","-0.14","7049.20","7045","7050","7000","8181","57469813","6190800000","0","880000","FnGuide AI 플랫폼 지수","1022.16","-3.86","-0.38"
"477080","RISE CD금리액티브(합성)","105635","5","0.00","105635.40","105640","105640","105630","3766","397820975","1262972060000","0","11956000","FnGuide CD금리투자 지수(총수익)","1448.30","0.00","0.00"
"290130","RISE ESG사회책임투자","28320","280","1.00","28251.06","27965","28370","27785","394767","11119107380","124608000000","0","4400000","KRX ESG 사회책임경영지수(S)","4528.69","38.77","0.86"
"326240","RISE IT플러스","27735","205","0.74","27750.45","27385","27800","27250","56804","1567050195","84869100000","0","3060000","FnGuide IT플러스 지수","3967.68","35.17","0.89"
"385560","RISE KIS국고채30년Enhanced","68705","-1015","-1.46","68805.93","69375","69555","68705","75938","5261133448","534387490000","0","7778000","KIS 국고채30년Enhanced지수(시장가격)","6141.19","-82.78","-1.33"
"479520","RISE KOFR금리액티브(합성)","104695","15","0.01","104691.77","104690","104695","104690","4171","436676226","681773840000","0","6512000","KOFR 지수","1178.32","0.25","0.02"
"270800","RISE KQ고배당","14265","65","0.46","14298.89","14290","14290","14180","7708","109684155","7845750000","0","550000","FnGuide KQ고배당포커스 지수","7108.69","34.43","0.49"
"292050","RISE KRX300","33640","370","1.11","33633.54","33135","33740","33045","1720","57491145","11774000000","0","350000","KRX 300","3196.47","41.25","1.31"
"388280","RISE K엔터&여행레저","7880","80","1.03","7869.44","7850","7880","7770","41180","322986157","34987200000","0","4440000","FnGuide K엔터&여행레저 지수","735.37","3.46","0.47"
"442550","RISE TDF2030액티브","14215","-70","-0.49","14183.37","14260","14260","14160","19053","270908915","12082750000","0","850000","iSelect 전략적자산배분 TDF 2030 지수","1951.59","-6.24","-0.32"
"442560","RISE TDF2040액티브","15400","-90","-0.58","15363.94","15415","15420","15385","33730","519422930","19250000000","0","1250000","iSelect 전략적자산배분 TDF 2040 지수","2246.83","-7.65","-0.34"
"442570","RISE TDF2050액티브","16170","-85","-0.52","16121.80","16260","16877","16140","203852","3294957855","95403000000","0","5900000","iSelect 전략적자산배분 TDF 2050 지수","2405.18","-8.46","-0.35"
"234310","RISE V&S셀렉트밸류","23070","240","1.05","23001.56","22720","23070","22665","18734","430215950","11535000000","0","500000","FnGuide 셀렉트 밸류 지수","4585.15","54.42","1.20"
"241390","RISE V&S셀렉트밸류채권혼합","14525","-25","-0.17","14534.29","14560","14655","14475","30013","437224512","17430000000","0","1200000","FnGuide 셀렉트벨류 채권혼합지수","2492.58","11.08","0.45"
"300640","RISE 게임테마","7520","-90","-1.18","7557.26","7585","7585","7510","19242","144989895","31208000000","0","4150000","WISE 게임 테마 지수 (시장가격지수)","3635.22","-9.58","-0.26"
"266160","RISE 고배당","24595","615","2.56","24523.52","23855","24595","23780","143149","3464262796","132813000000","0","5400000","FnGuide 고배당포커스 지수","17248.06","453.54","2.70"
"481430","RISE 국고채10년액티브","101445","-620","-0.61","101534.75","101780","101955","101445","1519","154597945","146385135000","0","1443000","KAP 국고채 10년 지수(총수익)","111.34","0.00","0.00"
"114100","RISE 국고채3년","107830","-145","-0.13","107805.96","107870","107960","107820","1731","186760085","141041640000","0","1308000","KTB INDEX(시장가격)","10273.04","-15.27","-0.15"
"282000","RISE 국고채3년선물인버스","112580","130","0.12","112635.34","112485","112580","112485","4","450120","31409820000","0","279000","국채선물지수","1216.30","-1.62","-0.13"
"451670","RISE 국채30년레버리지(합성)","19150","-430","-2.20","19170.74","19380","19460","19150","2144","41528977","9575000000","0","500000","KAP 국채30년 TR 지수(총수익)","92.35","-0.99","-1.06"
"295000","RISE 국채선물10년","52870","-300","-0.56","52887.26","53070","53150","52870","3924","207673617","10679740000","0","202000","10년국채선물지수","1176.78","-6.35","-0.54"
"295020","RISE 국채선물10년인버스","57510","270","0.47","57547.53","57350","57510","57250","12","688600","58890240000","0","1024000","10년국채선물지수","1176.78","-6.35","-0.54"
"432600","RISE 국채선물3년","54905","-105","-0.19","54908.53","54950","54960","54905","103","5660730","30527180000","0","556000","국채선물지수","1216.30","-1.62","-0.13"
"397420","RISE 국채선물5년추종","50785","-150","-0.29","50788.42","50840","50920","50785","200","10168020","5180070000","0","102000","5년 국채선물 추종 지수","992.60","-2.53","-0.25"
"0114X0","RISE 글로벌게임테크TOP3Plus","9015","-125","-1.37","9163.36","9075","9075","8980","1112","10035887","8113500000","0","900000","Solactive-KEDI 글로벌 게임 테크 TOP3 플러스 지수","5172.32","0.00","0.00"
"437370","RISE 글로벌농업경제","10405","-130","-1.23","10449.03","10400","10405","10340","3764","39069543","6243000000","0","600000","MVIS Global Agribusiness Index(Price Return)","3106.22","0.81","0.03"
"375270","RISE 글로벌데이터센터리츠(합성)","13910","-35","-0.25","14081.56","13955","13960","13850","7376","102544975","9737000000","0","700000","Kelly Data Center & Tech Infrastructure Net Total Return Index","1702.48","0.00","0.00"
"475380","RISE 글로벌리얼티인컴","10855","125","1.16","10914.69","10735","10885","10735","29101","316403059","32022250000","0","2950000","Solactive Global Realty Income Index(Price Return)","2983.20","0.00","0.00"
"476310","RISE 글로벌비만산업TOP2+","10730","340","3.27","10868.38","10625","10900","10625","13742","147370781","5901500000","0","550000","KEDI 글로벌 비만 산업 Top2+ 지수(Price Return)","3832.37","0.00","0.00"
"417450","RISE 글로벌수소경제","13250","420","3.27","13386.28","12855","13250","12855","23705","312735285","21200000000","0","1600000","Indxx Hydrogen Economy Index (PR)","2927.73","0.00","0.00"
"442320","RISE 글로벌원자력","43145","-740","-1.69","43749.67","43575","43880","43000","456896","19753640363","424978250000","0","9850000","iSelect 글로벌원자력 지수(시장가격)","6207.91","43.37","0.70"
"461490","RISE 글로벌자산배분액티브","14875","-55","-0.37","14888.68","14940","14940","14875","428407","6382245618","387493750000","0","26050000","Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격)","2057.97","-5.53","-0.27"
"459750","RISE 글로벌주식분산액티브","17250","-55","-0.32","17280.11","17365","17365","17225","20763","358956400","28462500000","0","1650000","Bloomberg Global Equity Market Weighted Index(Price Return)","2393.61","0.00","0.00"
"399580","RISE 글로벌클린에너지","9645","-95","-0.98","9807.62","9740","9825","9625","9349","90689910","9645000000","0","1000000","S&P Global Clean Energy Transition Index (Price Return)","1129.59","0.00","0.00"
"276650","RISE 글로벌테크놀로지(합성 H)","38550","-760","-1.93","39088.67","39310","39310","38505","6135","237788672","28912500000","0","750000","S&P Global 1200 Information Technology and Interactive Media & Services(PR)","4151.72","1.63","0.04"
"336160","RISE 금융채액티브","102150","-90","-0.09","102167.64","102235","102255","102150","456","46616125","41881500000","0","410000","KIS 종합채권금융채 2.5Y-3Y 지수 (총수익)","139.97","0.00","0.00"
"326230","RISE 내수주플러스","10920","115","1.06","10962.66","10805","10950","10800","9286","101461515","25989600000","0","2380000","FnGuide 내수주플러스 지수","1507.22","22.15","1.49"
"367760","RISE 네트워크인프라","25535","-135","-0.53","25641.28","25480","25700","25245","229100","5853804722","103416750000","0","4050000","FnGuide 네트워크 인프라 지수","3551.43","5.21","0.15"
"272560","RISE 단기국공채액티브","113270","-25","-0.02","113274.55","113290","113295","113270","4977","563751070","187914930000","0","1659000","KIS 종합채권국공채3M~1.5Y지수","138.78","0.00","0.00"
"385550","RISE 단기채권알파액티브","112290","0","0.00","112287.61","112290","112300","112285","5491","616591260","269608290000","0","2401000","KIS 단기채권알파지수(AA-이상)(총수익지수)","127.01","0.00","0.00"
"196230","RISE 단기통안채","115305","0","0.00","115312.29","115310","115320","115305","6091","702380121","211238760000","0","1832000","KIS 통안채 5개월 지수(총수익)","13083.09","0.12","0.00"
"0061Z0","RISE 단기특수은행채액티브","50135","0","0.00","50129.51","50135","50135","50125","2969","148835817","1281049520000","0","25552000","KAP 단기 특수은행채 지수(시장가격)","115.28","0.00","0.00"
"315960","RISE 대형고배당10TR","48140","1240","2.64","48116.92","46790","48225","46700","682350","32594258001","202188000000","0","4200000","WISE 대형고배당10 TR 지수","5645.68","143.52","2.61"
"0138D0","RISE 동학개미","12800","210","1.67","12807.45","12655","12800","12640","357325","4550144018","8960000000","0","700000","FnGuide 동학개미 지수","4419.86","65.66","1.51"
"455890","RISE 머니마켓액티브","54410","0","0.00","54415.24","54415","54415","54410","262078","14260161766","2197075800000","0","40380000","KIS 시가평가 MMF 지수 (총수익지수)","119.34","0.00","0.00"
"401170","RISE 메타버스","7685","50","0.65","7692.12","7555","7690","7555","45688","348842645","104362300000","0","13580000","iSelect 메타버스 지수(시장가격지수)","1612.82","15.27","0.96"
"481340","RISE 미국30년국채액티브","9905","-155","-1.54","9963.89","9945","9955","9895","52743","523245231","30210250000","0","3050000","Bloomberg U.S Treasury 20+ Year Total Return Index","593.53","0.00","0.00"
"472870","RISE 미국30년국채엔화노출(합성 H)","8040","-60","-0.74","8099.56","8090","8100","8030","320856","2586436403","365016000000","0","45400000","KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수)","7212.87","-45.13","-0.62"
"472830","RISE 미국30년국채커버드콜(합성)","9270","-100","-1.07","9310.66","9295","9305","9260","60577","562134990","60255000000","0","6500000","Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR)","959.25","0.00","0.00"
"485690","RISE 미국AI밸류체인TOP3Plus","17680","-220","-1.23","17962.01","17840","17840","17680","48628","860946714","89284000000","0","5050000","KEDI 미국 AI 밸류체인 TOP3 Plus 지수(Price Return)","7619.18","0.00","0.00"
"490590","RISE 미국AI밸류체인데일리고정커버드콜","13355","-135","-1.00","13470.17","13450","13450","13340","917586","12267471205","494802750000","0","37050000","KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR)","8486.85","0.00","0.00"
"0127R0","RISE 미국AI클라우드인프라","12380","200","1.64","12581.89","12545","12595","12370","86102","1075393495","12380000000","0","1000000","Akros 미국 AI 클라우드 인프라 지수(Price Return)","9380.50","0.00","0.00"
"495940","RISE 미국AI테크액티브","14370","-45","-0.31","14604.44","14500","14500","14355","7577","108970519","35925000000","0","2500000","Solactive US AI Tech Active Index PR","6512.62","0.00","0.00"
"379780","RISE 미국S&P500","21945","-260","-1.17","22128.65","22010","22015","21910","475337","10433976960","1426425000000","0","65000000","S&P 500","6940.01","0.00","0.00"
"453330","RISE 미국S&P500(H)","16410","-190","-1.14","16540.31","16450","16455","16390","37833","621072639","86973000000","0","5300000","S&P 500","6940.01","0.00","0.00"
"0138T0","RISE 미국S&P500데일리고정커버드콜","10010","-115","-1.14","10084.11","10330","10335","9990","408706","4094087747","30030000000","0","3000000","S&P500 10% Daily Fixed Covered Call Index","346.62","0.00","0.00"
"0005C0","RISE 미국S&P500엔화노출(합성 H)","11100","-75","-0.67","11204.37","11175","11175","11080","828","9185091","8880000000","0","800000","S&P500 Yen Hedged Index(PR)","2898.73","0.00","0.00"
"460660","RISE 미국S&P배당킹","11845","-125","-1.04","11916.59","11795","11900","11795","11360","134730724","17175250000","0","1450000","S&P Dividend Monarchs Index(Price Return)","1264.97","0.00","0.00"
"219390","RISE 미국S&P원유생산기업(합성 H)","5745","-5","-0.09","5811.87","5750","5750","5725","24741","142025203","15798750000","0","2750000","S&P Oil & Gas Exploration & Production Select Industry Index(PR)","5026.76","0.00","0.00"
