표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,,,,,,corp_code
KR7004910006,4910,조광페인트보통주,조광페인트,ChokwangPaint,1976-12-27,KOSPI,주권,,보통주,500,12800000,,4910,4910,4910,004910,004910
KR7004700001,4700,조광피혁보통주,조광피혁,ChokwangLeather,1977-05-27,KOSPI,주권,,보통주,5000,6649138,,4700,4700,4700,004700,004700
KR7001550003,1550,조비보통주,조비,Chobi,1976-12-28,KOSPI,주권,,보통주,5000,5192239,,1550,1550,1550,001550,001550
KR7462520008,462520,조선내화보통주,조선내화,Chosun Refractories,2023-07-28,KOSPI,주권,,보통주,500,11855168,,462520,462520,462520,462520,462520
KR7120030002,120030,조선선재 보통주,조선선재,"CHOSUN WELDING POHANG Co., Ltd",2010-02-19,KOSPI,주권,,보통주,500,1257651,,120030,120030,120030,120030,120030
KR7018470005,18470,조일알미늄보통주,조일알미늄,CHOILALUMINUM,1988-11-22,KOSPI,주권,,보통주,500,126631721,,18470,18470,18470,018470,018470
KR7002600005,2600,조흥보통주,조흥,CHOHEUNG CORPORATION,1976-12-23,KOSPI,주권,,보통주,5000,600000,,2600,2600,2600,002600,002600
KR7063160006,63160,종근당바이오보통주,종근당바이오,CKDBioCorporation,2001-12-11,KOSPI,주권,,보통주,2500,5485962,,63160,63160,63160,063160,063160
KR7185750007,185750,종근당보통주,종근당,CHONGKUNDANG,2013-12-06,KOSPI,주권,,보통주,2500,13802780,,185750,185750,185750,185750,185750
KR7001630003,1630,종근당홀딩스보통주,종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,1976-06-30,KOSPI,주권,,보통주,2500,5009861,,1630,1630,1630,001630,001630
KR7109070003,109070,주성코퍼레이션보통주,주성코퍼레이션,JOOSUNG CORPORATION,2009-03-17,KOSPI,주권,,보통주,500,52810230,,109070,109070,109070,109070,109070
KR7023450000,23450,주식회사동남합성,동남합성,"DONGNAMCHEMICALCO,.LTD.",1996-12-24,KOSPI,주권,,보통주,500,3500000,,23450,23450,23450,023450,023450
KR7002380004,2380,주식회사케이씨씨,KCC,KCC Corporation,1973-06-25,KOSPI,주권,,보통주,5000,8886471,,2380,2380,2380,002380,002380
KR7044380004,44380,주연테크 보통주,주연테크,JOOYONTECH,2006-11-15,KOSPI,주권,,보통주,200,64481582,,44380,44380,44380,044380,044380
KR7024110009,24110,중소기업은행보통주,기업은행,INDUSTRIALBANKOFKOREA,2003-12-24,KOSPI,주권,,보통주,5000,797425869,,24110,24110,24110,024110,024110
KR7013890009,13890,지누스보통주,지누스,ZINUS,2019-10-30,KOSPI,주권,,보통주,500,22254576,,13890,13890,13890,013890,013890
KR7001250000,1250,지에스글로벌보통주,GS글로벌,GS Global Corp.,1976-06-26,KOSPI,주권,,보통주,2500,82533764,,1250,1250,1250,001250,001250
KR7007070006,7070,지에스리테일보통주,GS리테일,GS Retail,2011-12-23,KOSPI,주권,,보통주,1000,83607415,,7070,7070,7070,007070,007070
KR7499790004,499790,지에스피앤엘보통주,GS피앤엘,GS P&L,2024-12-23,KOSPI,주권,,보통주,1000,19830841,,499790,499790,499790,499790,499790
KR7013870001,13870,지엠비코리아보통주,지엠비코리아,GMB Korea,2012-11-20,KOSPI,주권,,보통주,500,19072280,,13870,13870,13870,013870,013870
KR7071320006,71320,지역난방공사보통주,지역난방공사,Korea District Heating,2010-01-29,KOSPI,주권,,보통주,5000,11578744,,71320,71320,71320,071320,071320
KR7088790001,88790,진도 보통주,진도,"JINDO.CO.,LTD",2006-03-28,KOSPI,주권,,보통주,500,12447744,,88790,88790,88790,088790,088790
KR7003780004,3780,진양산업보통주,진양산업,Chinyang Industry,1973-06-26,KOSPI,주권,,보통주,500,13000000,,3780,3780,3780,003780,003780
KR7010640001,10640,진양폴리우레탄보통주,진양폴리,ChinYangPolyurethane,1989-09-30,KOSPI,주권,,보통주,500,10000000,,10640,10640,10640,010640,010640
KR7100250000,100250,진양홀딩스보통주,진양홀딩스,Chinyang Holdings Corporation,2008-02-15,KOSPI,주권,,보통주,500,55895292,,100250,100250,100250,100250,100250
KR7051630002,51630,진양화학보통주,진양화학,ChinYangChemicalCorporation,2001-01-29,KOSPI,주권,,보통주,500,21200000,,51630,51630,51630,051630,051630
KR7272450008,272450,진에어보통주,진에어,JIN AIR,2017-12-08,KOSPI,주권,,보통주,1000,52200000,,272450,272450,272450,272450,272450
KR7011000007,11000,진원생명과학보통주,진원생명과학,GeneOneLifeScience,1987-11-16,KOSPI,주권,,보통주,1000,85409936,,11000,11000,11000,011000,011000
KR7002781003,2785,진흥기업1우선주(신형),진흥기업우B,CHINHUNG INT(1PB),2003-06-16,KOSPI,주권,,신형우선주,500,857218,,2785,2785,2785,002785,002785
KR7002782001,2787,진흥기업2우선주(신형),진흥기업2우B,CHINHUNG INT (2PB),2006-12-05,KOSPI,주권,,신형우선주,500,294808,,2787,2787,2787,002787,002787
KR7002780005,2780,진흥기업보통주,진흥기업,ChinhungInternational,1977-06-25,KOSPI,주권,,보통주,500,145471745,,2780,2780,2780,002780,002780
KR7025620006,25620,차AI헬스케어보통주,차AI헬스케어,CHA AI Healthkare,1995-07-08,KOSPI,주권,,보통주,500,18203973,,25620,25620,25620,025620,025620
KR7009310004,9310,참엔지니어링보통주,참엔지니어링,Charm Engineering,1987-11-12,KOSPI,주권,,보통주,500,16973483,,9310,9310,9310,009310,009310
KR7000650002,650,천일고속보통주,천일고속,ChunilExpress,1977-06-23,KOSPI,주권,,보통주,5000,1429220,,650,650,650,000650,000650
KR7033250002,33250,체시스보통주,체시스,"CHASYS Co.,Ltd",1999-08-11,KOSPI,주권,,보통주,500,32000000,,33250,33250,33250,033250,033250
KR7323410001,323410,카카오뱅크보통주,카카오뱅크,KakaoBank Corp.,2021-08-06,KOSPI,주권,,보통주,5000,477011437,,323410,323410,323410,323410,323410
KR7035720002,35720,카카오보통주,카카오,Kakao,2017-07-10,KOSPI,주권,,보통주,100,442495220,,35720,35720,35720,035720,035720
KR7377300009,377300,카카오페이보통주,카카오페이,kakaopay,2021-11-03,KOSPI,주권,,보통주,500,135145150,,377300,377300,377300,377300,377300
KR7006380000,6380,카프로보통주,카프로,CAPRO,1974-05-28,KOSPI,주권,,보통주,500,168999996,,6380,6380,6380,006380,006380
KR7415640002,415640,케이비발해인프라투융자회사보통주,KB발해인프라,KB Balhae Infrastructure Fund,2024-11-29,KOSPI,사회간접자본투융자회사,,보통주,무액면,122545548,,415640,415640,415640,415640,415640
KR7001620004,1620,케이비아이동국실업보통주,케이비아이동국실업,KBI DONGKOOK IND,1990-09-15,KOSPI,주권,,보통주,500,111293031,,1620,1620,1620,001620,001620
KR7008970006,8970,케이비아이동양철관보통주,KBI동양철관,KBI DONG YANG STEEL PIPE,1977-03-05,KOSPI,주권,,보통주,1000,103766907,,8970,8970,8970,008970,008970
KR7009440009,9440,케이씨그린홀딩스보통주,KC그린홀딩스,KC Green Holdings,1994-11-05,KOSPI,주권,,보통주,500,23239141,,9440,9440,9440,009440,009440
KR7029460003,29460,케이씨보통주,케이씨,KC,1997-11-25,KOSPI,주권,,보통주,500,13231263,,29460,29460,29460,029460,029460
KR7344820006,344820,케이씨씨글라스보통주,KCC글라스,KCC GLASS Corporation,2020-01-21,KOSPI,주권,,보통주,1000,15970512,,344820,344820,344820,344820,344820
KR7119650000,119650,케이씨코트렐보통주,KC코트렐,KC Cottrell,2010-01-29,KOSPI,주권,,보통주,500,109785309,,119650,119650,119650,119650,119650
KR7281820001,281820,케이씨텍보통주,케이씨텍,KCTECH,2017-12-05,KOSPI,주권,,보통주,500,20690323,,281820,281820,281820,281820,281820
KR7044450005,44450,케이에스에스 해운 보통주,KSS해운,KSS LINE,2007-10-26,KOSPI,주권,,보통주,500,23085880,,44450,44450,44450,044450,044450
KR7092220003,92220,케이이씨 보통주,KEC,KEC Corporation,2006-10-16,KOSPI,주권,,보통주,500,200763141,,92220,92220,92220,092220,092220
KR7381970003,381970,케이카보통주,케이카,K Car,2021-10-13,KOSPI,주권,,보통주,500,48820848,,381970,381970,381970,381970,381970
KR7145270005,145270,케이탑리츠보통주,케이탑리츠,KTOPREITs,2012-01-31,KOSPI,부동산투자회사,,보통주,1000,48060774,,145270,145270,145270,145270,145270
KR7030200000,30200,케이티보통주,KT,KTCorporation,1998-12-23,KOSPI,주권,,보통주,5000,252021685,,30200,30200,30200,030200,030200
KR7053210001,53210,케이티스카이라이프,스카이라이프,"KT Skylife Co., Ltd.",2011-06-03,KOSPI,주권,,보통주,2500,47522955,,53210,53210,53210,053210,053210
KR7058850009,58850,케이티씨에스보통주,KTcs,ktcs corporation,2010-09-16,KOSPI,주권,,보통주,500,42685000,,58850,58850,58850,058850,058850
KR7058860008,58860,케이티아이에스보통주,KTis,ktis Corporation,2010-12-17,KOSPI,주권,,보통주,500,34802000,,58860,58860,58860,058860,058860
KR7033780008,33780,케이티앤지보통주,KT&G,KT&G Corporation,1999-10-08,KOSPI,주권,,보통주,5000,117976645,,33780,33780,33780,033780,033780
KR7417310000,417310,코람코더원리츠보통주,코람코더원리츠,KORAMCO THE ONE REIT,2022-03-28,KOSPI,부동산투자회사,,보통주,500,40400000,,417310,417310,417310,417310,417310
KR7357120005,357120,코람코라이프인프라리츠보통주,코람코라이프인프라리츠,KORAMCO LIFE INFRA REIT,2020-08-31,KOSPI,부동산투자회사,,보통주,500,97335354,,357120,357120,357120,357120,357120
KR7007811003,7815,코리아써키트1우선주,코리아써우,KoreaCircuit(1P),1989-07-04,KOSPI,주권,,구형우선주,500,2964690,,7815,7815,7815,007815,007815
KR700781K015,00781K,코리아써키트2우선주(신형),코리아써키트2우B,KOREA CIRCUIT(2PB),2013-06-17,KOSPI,주권,,종류주권,500,783699,,00781K,,0,000000,
KR7007810005,7810,코리아써키트보통주,코리아써키트,KoreaCircuit,1985-09-09,KOSPI,주권,,보통주,500,23620751,,7810,7810,7810,007810,007810
KR7003690005,3690,코리안리재보험보통주,코리안리,Korean Reinsurance Company,1969-12-22,KOSPI,주권,,보통주,500,194821031,,3690,3690,3690,003690,003690
KR7192820009,192820,코스맥스보통주,코스맥스,"COSMAX, INC.",2014-04-07,KOSPI,주권,,보통주,500,11349509,,192820,192820,192820,192820,192820
KR7044820009,44820,코스맥스비티아이 주식회사 보통주,코스맥스비티아이,COSMAX BTI,2006-11-13,KOSPI,주권,,보통주,500,9603921,,44820,44820,44820,044820,044820
KR7005070008,5070,코스모신소재보통주,코스모신소재,CosmoAM&T,1987-09-28,KOSPI,주권,,보통주,1000,32510756,,5070,5070,5070,005070,005070
KR7005420005,5420,코스모화학보통주,코스모화학,COSMOCHEMICALCO,1987-07-23,KOSPI,주권,,보통주,1000,38408228,,5420,5420,5420,005420,005420
KR7071950000,71950,코아스보통주,코아스,KOAS,2005-08-04,KOSPI,주권,,보통주,500,11813101,,71950,71950,71950,071950,071950
KR7002021004,2025,코오롱1우선주,코오롱우,KOLON CORPORATION(1P),1989-08-22,KOSPI,주권,,구형우선주,5000,1160437,,2025,2025,2025,002025,002025
KR7003071008,3075,코오롱글로벌1우선주,코오롱글로벌우,KolonGlobalCorporation(1P),1989-12-11,KOSPI,주권,,구형우선주,5000,740737,,3075,3075,3075,003075,003075
KR7003070000,3070,코오롱글로벌보통주,코오롱글로벌,KolonGlobalCorporation,1978-09-15,KOSPI,주권,,보통주,5000,25423959,,3070,3070,3070,003070,003070
KR7002020006,2020,코오롱보통주,코오롱,KOLON CORPORATION,1975-06-23,KOSPI,주권,,보통주,5000,12907680,,2020,2020,2020,002020,002020
KR7138490008,138490,코오롱이앤피보통주,코오롱ENP,"KOLON ENP, INC.",2011-06-15,KOSPI,주권,,보통주,1000,38000000,,138490,138490,138490,138490,138490
KR7120111000,120115,코오롱인더스트리1우선주,코오롱인더우,KOLON INDUSTRIES(1P),2010-02-01,KOSPI,주권,,구형우선주,5000,2767860,,120115,120115,120115,120115,120115
KR7120110002,120110,코오롱인더스트리보통주,코오롱인더,KOLON INDUSTRIES,2010-02-01,KOSPI,주권,,보통주,5000,27519091,,120110,120110,120110,120110,120110
KR7021240007,21240,코웨이보통주,코웨이,COWAY,2001-08-07,KOSPI,주권,,보통주,500,71909133,,21240,21240,21240,021240,021240
KR7036420008,36420,콘텐트리중앙보통주,콘텐트리중앙,ContentreeJoongAng corp.,2019-10-18,KOSPI,주권,,보통주,5000,19262308,,36420,36420,36420,036420,036420
KR7024720005,24720,콜마홀딩스보통주,콜마홀딩스,KOLMAR HOLDINGS,2002-04-09,KOSPI,주권,,보통주,500,34296259,,24720,24720,24720,024720,024720
KR7192400000,192400,쿠쿠홀딩스보통주,쿠쿠홀딩스,"Cuckoo Holdings Co.,Ltd",2014-08-06,KOSPI,주권,,보통주,100,35562185,,192400,192400,192400,192400,192400
KR7284740008,284740,쿠쿠홈시스보통주,쿠쿠홈시스,CUCKOO HOMESYS,2018-01-11,KOSPI,주권,,보통주,100,22437330,,284740,284740,284740,284740,284740
KR726490K013,26490K,크라운제과1우선주,크라운제과우,CROWN(1P),2017-04-11,KOSPI,주권,,신형우선주,200,773560,,26490K,,0,000000,
KR7264900002,264900,크라운제과보통주,크라운제과,CROWN,2017-04-11,KOSPI,주권,,보통주,200,12523850,,264900,264900,264900,264900,264900
KR7005741004,5745,크라운해태홀딩스1우선주,크라운해태홀딩스우,CROWNHAITAI Holdings(1P),1994-11-22,KOSPI,주권,,구형우선주,500,600726,,5745,5745,5745,005745,005745
KR7005740006,5740,크라운해태홀딩스보통주,크라운해태홀딩스,CROWNHAITAI Holdings,1976-06-30,KOSPI,주권,,보통주,500,14847347,,5740,5740,5740,005740,005740
KR7259960003,259960,크래프톤보통주,크래프톤,KRAFTON,2021-08-10,KOSPI,주권,,보통주,100,47403831,,259960,259960,259960,259960,259960
KR7020120002,20120,키다리스튜디오보통주,키다리스튜디오,KidariStudio,1996-07-03,KOSPI,주권,,보통주,500,37063766,,20120,20120,20120,020120,020120
KR7039490008,39490,키움증권보통주,키움증권,KIWOOM Securities,2009-08-03,KOSPI,주권,,보통주,5000,26793591,,39490,39490,39490,039490,039490
KR7014580005,14580,태경비케이보통주,태경비케이,TAEKYUNG BK,1991-03-07,KOSPI,주권,,보통주,500,27583100,,14580,14580,14580,014580,014580
KR7015890007,15890,태경산업보통주,태경산업,TaekyungIndustrial,1996-01-30,KOSPI,주권,,보통주,500,29228750,,15890,15890,15890,015890,015890
KR7006890008,6890,태경케미컬보통주,태경케미컬,"TAEKYUNGCHEMICALCO.,LTD",2003-01-28,KOSPI,주권,,보통주,500,11600000,,6890,6890,6890,006890,006890
KR7003240009,3240,태광산업보통주,태광산업,TaekwangIndustrial,1975-12-27,KOSPI,주권,,보통주,5000,1113400,,3240,3240,3240,003240,003240
KR7011280005,11280,태림포장보통주,태림포장,Tailim Packaging,1988-12-20,KOSPI,주권,,보통주,500,70805940,,11280,11280,11280,011280,011280
KR7004101002,4105,태양금속공업1우선주,태양금속우,TaeyangMetalIndustrial(1P),1990-01-08,KOSPI,주권,,구형우선주,500,3300000,,4105,4105,4105,004105,004105
KR7004100004,4100,태양금속공업보통주,태양금속,TaeyangMetalIndustrial,1976-05-25,KOSPI,주권,,보통주,500,36700000,,4100,4100,4100,004100,004100
KR7009410002,9410,태영건설보통주,태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,1989-11-13,KOSPI,주권,,보통주,500,297590078,,9410,9410,9410,009410,009410
KR7009411000,9415,태영건설우선주,태영건설우,TAEYOUNG ENGINEERING & CONSTRUCTION(1P),1994-11-22,KOSPI,주권,,구형우선주,500,649974,,9415,9415,9415,009415,009415
KR7001420009,1420,태원물산보통주,태원물산,TaewonMulsan,1975-06-24,KOSPI,주권,,보통주,500,7600000,,1420,1420,1420,001420,001420
KR7055490007,55490,테이팩스보통주,테이팩스,TAPEX,2017-10-31,KOSPI,주권,,보통주,500,4769650,,55490,55490,55490,055490,055490
KR7078000007,78000,텔코웨어 보통주,텔코웨어,TELCOWARE,2004-07-20,KOSPI,주권,,보통주,500,9240077,,78000,78000,78000,078000,078000
KR7214420002,214420,토니모리보통주,토니모리,"TONYMOLY Co., Ltd.",2015-07-10,KOSPI,주권,,보통주,200,24054799,,214420,214420,214420,214420,214420
KR7019180009,19180,티에이치엔보통주,티에이치엔,THN CORPORATION,1996-07-31,KOSPI,주권,,보통주,500,18000000,,19180,19180,19180,019180,019180
KR7217590009,217590,티엠씨보통주,티엠씨,TMC,2025-12-15,KOSPI,주권,,보통주,100,24094225,,217590,217590,217590,217590,217590
KR7002900009,2900,티와이엠보통주,TYM,TYM CORPORATION,1973-06-26,KOSPI,주권,,보통주,2500,41400000,,2900,2900,2900,002900,002900
KR736328K013,36328K,티와이홀딩스1우선주,티와이홀딩스우,TY HOLDINGS(1P),2020-09-22,KOSPI,주권,,종류주권,500,1243014,,36328K,,0,000000,
KR7363280009,363280,티와이홀딩스보통주,티와이홀딩스,TY HOLDINGS,2020-09-22,KOSPI,주권,,보통주,500,50429268,,363280,363280,363280,363280,363280
KR7091810002,91810,티웨이항공보통주,티웨이항공,TWAYAIR,2018-08-01,KOSPI,주권,,보통주,100,335984035,,91810,91810,91810,091810,091810
KR7004870002,4870,티웨이홀딩스보통주,티웨이홀딩스,T'way Holdings,1977-06-30,KOSPI,주권,,보통주,500,113163494,,4870,4870,4870,004870,004870
KR7069260008,69260,티케이지휴켐스보통주,TKG휴켐스,TKG Huchems,2002-10-07,KOSPI,주권,,보통주,1000,40878588,,69260,69260,69260,069260,069260
KR7007980006,7980,티피보통주,TP,TP,1994-12-27,KOSPI,주권,,보통주,500,51175130,,7980,7980,7980,007980,007980
KR7034230003,34230,파라다이스보통주,파라다이스,PARADISE,2024-06-24,KOSPI,주권,,보통주,500,92405559,,34230,34230,34230,034230,034230
KR7005690003,5690,파미셀보통주,파미셀,Pharmicell,1988-05-20,KOSPI,주권,,보통주,500,60016964,,5690,5690,5690,005690,005690
KR7036580009,36580,팜스코보통주,팜스코,FARMSCO,1999-10-25,KOSPI,주권,,보통주,500,36727943,,36580,36580,36580,036580,036580
KR7004720009,4720,팜젠사이언스보통주,팜젠사이언스,PharmGen Science,1990-06-15,KOSPI,주권,,보통주,500,21954502,,4720,4720,4720,004720,004720
KR7028670008,28670,팬오션보통주,팬오션,PanOcean,2007-09-21,KOSPI,주권,,보통주,1000,534569512,,28670,28670,28670,028670,028670
KR7010820009,10820,퍼스텍보통주,퍼스텍,FIRSTEC,1989-05-10,KOSPI,주권,,보통주,500,48771938,,10820,10820,10820,010820,010820
KR7016800005,16800,퍼시스보통주,퍼시스,Fursys,1996-12-24,KOSPI,주권,,보통주,1000,11500000,,16800,16800,16800,016800,016800
KR7001020007,1020,페이퍼코리아보통주,페이퍼코리아,PaperCorea Inc.,1976-06-26,KOSPI,주권,,보통주,500,177983313,,1020,1020,1020,001020,001020
KR7090080003,90080,평화산업 주식회사 보통주,평화산업,"Pyung Hwa Industrial Co., Ltd.",2006-06-02,KOSPI,주권,,보통주,500,54902259,,90080,90080,90080,090080,090080
KR7010770006,10770,평화홀딩스보통주,평화홀딩스,Pyung Hwa Holdings,1986-03-31,KOSPI,주권,,보통주,500,14625466,,10770,10770,10770,010770,010770
KR7022100002,22100,포스코DX보통주,포스코DX,POSCO DX,2024-01-02,KOSPI,주권,,보통주,500,152034729,,22100,22100,22100,022100,022100
KR7058430000,58430,포스코스틸리온보통주,포스코스틸리온,POSCO STEELEON,2002-08-16,KOSPI,주권,,보통주,5000,6000000,,58430,58430,58430,058430,058430
KR7047050000,47050,포스코인터내셔널보통주,포스코인터내셔널,POSCO INTERNATIONAL,2001-03-23,KOSPI,주권,,보통주,5000,175922788,,47050,47050,47050,047050,047050
KR7003670007,3670,포스코퓨처엠보통주,포스코퓨처엠,POSCO FUTURE M,2019-05-29,KOSPI,주권,,보통주,500,88946220,,3670,3670,3670,003670,003670
KR7005490008,5490,포스코홀딩스보통주,POSCO홀딩스,POSCO Holdings Inc.,1988-06-10,KOSPI,주권,,보통주,5000,80932952,,5490,5490,5490,005490,005490
KR7017810003,17810,풀무원보통주,풀무원,Pulmuone Corporate,1995-10-05,KOSPI,주권,,보통주,500,38120542,,17810,17810,17810,017810,017810
KR7103140000,103140,풍산 보통주,풍산,POONGSAN CORPORATION,2008-07-30,KOSPI,주권,,보통주,5000,28024278,,103140,103140,103140,103140,103140
KR7005810007,5810,풍산홀딩스보통주,풍산홀딩스,POONGSAN HOLDINGS,1988-07-28,KOSPI,주권,,보통주,5000,14417292,,5810,5810,5810,005810,005810
KR8702070002,950210,프레스티지바이오파마KDR,프레스티지바이오파마,PRESTIGE BIOPHARMA LIMITED KDR,2021-02-05,KOSPI,주식예탁증권,,보통주,무액면,60096155,,950210,950210,950210,950210,950210
KR7009810003,9810,플레이그램보통주,플레이그램,Playgram,1988-08-31,KOSPI,주권,,보통주,100,151887500,,9810,9810,9810,009810,009810
KR7178920005,178920,피아이첨단소재보통주,PI첨단소재,"PI Advanced Materials Co., Ltd.",2021-08-09,KOSPI,주권,,보통주,500,29366322,,178920,178920,178920,178920,178920
KR7001340009,1340,피케이씨보통주,PKC,PKC,1976-06-10,KOSPI,주권,,보통주,500,44918407,,1340,1340,1340,001340,001340
KR7086790003,86790,하나금융지주보통주,하나금융지주,HanaFinancialGroupInc.,2005-12-12,KOSPI,주권,,보통주,5000,278325814,,86790,86790,86790,086790,086790
KR7293480000,293480,하나제약보통주,하나제약,Hana Pharm,2018-10-02,KOSPI,주권,,보통주,500,17772946,,293480,293480,293480,293480,293480
KR7039130000,39130,하나투어보통주,하나투어,HANATOUR SERVICE,2011-11-01,KOSPI,주권,,보통주,500,15489932,,39130,39130,39130,039130,039130
KR7352820005,352820,하이브보통주,하이브,HYBE,2020-10-15,KOSPI,주권,,보통주,500,42570664,,352820,352820,352820,352820,352820
KR7071090005,71090,하이스틸 보통주,하이스틸,"HISTEEL CO., LTD.",2003-02-17,KOSPI,주권,,보통주,500,20191471,,71090,71090,71090,071090,071090
KR7000082008,87,하이트진로2우선주(신형),하이트진로2우B,HITEJINRO(2PB),2011-09-26,KOSPI,주권,,신형우선주,5000,1130138,,87,87,87,000087,000087
KR7000080002,80,하이트진로보통주,하이트진로,HITEJINRO,2009-10-19,KOSPI,주권,,보통주,5000,70133611,,80,80,80,000080,000080
KR7000141002,145,하이트진로홀딩스1우선주,하이트진로홀딩스우,HITEJINROHOLDINGS(1P),1987-09-29,KOSPI,주권,,구형우선주,5000,470810,,145,145,145,000145,000145
KR7000140004,140,하이트진로홀딩스보통주,하이트진로홀딩스,HITEJINROHOLDINGS,1973-09-19,KOSPI,주권,,보통주,5000,23206765,,140,140,140,000140,000140
KR7036460004,36460,한국가스공사보통주,한국가스공사,KoreaGasCorporation,1999-12-15,KOSPI,주권,,보통주,5000,92313000,,36460,36460,36460,036460,036460
KR7005430004,5430,한국공항보통주,한국공항,KoreaAirportService,1976-12-28,KOSPI,주권,,보통주,5000,3166355,,5430,5430,5430,005430,005430
KR7010040004,10040,한국내화보통주,한국내화,KOREAREFRACTORIES,2000-10-16,KOSPI,주권,,보통주,500,41067062,,10040,10040,10040,010040,010040
KR7025540006,25540,한국단자공업보통주,한국단자,KoreaElectricTerminal,1996-10-16,KOSPI,주권,,보통주,500,10115000,,25540,25540,25540,025540,025540
KR7010100006,10100,한국무브넥스보통주,한국무브넥스,"KOREA MOVENEX CO., LTD.",1987-10-02,KOSPI,주권,,보통주,1000,30450420,,10100,10100,10100,010100,010100
KR7004090007,4090,한국석유공업보통주,한국석유,KOREA PETROLEUM INDUSTRIES,1977-06-25,KOSPI,주권,,보통주,500,12694120,,4090,4090,4090,004090,004090
KR7002200004,2200,한국수출포장공업보통주,한국수출포장,KoreaExportPackagingIndustrial,1974-06-28,KOSPI,주권,,보통주,500,40000000,,2200,2200,2200,002200,002200
KR7002960003,2960,한국쉘석유보통주,한국쉘석유,HankookShellOil,1988-08-10,KOSPI,주권,,보통주,5000,1300000,,2960,2960,2960,002960,002960
KR7000240002,240,한국앤컴퍼니보통주,한국앤컴퍼니,HANKOOK & COMPANY,1968-12-27,KOSPI,주권,,보통주,500,94935240,,240,240,240,000240,000240
KR7033270000,33270,한국유나이티드제약 보통주,유나이티드제약,Korea United Pharm. Inc.,2007-10-23,KOSPI,주권,,보통주,500,16333822,,33270,33270,33270,033270,033270
KR7123890006,123890,한국자산신탁보통주,한국자산신탁,KAIT,2016-07-13,KOSPI,주권,,보통주,500,122373926,,123890,123890,123890,123890,123890
KR7015760002,15760,한국전력공사보통주,한국전력,KoreaElectricPower,1989-08-10,KOSPI,주권,,보통주,5000,641964077,,15760,15760,15760,015760,015760
KR7052690005,52690,한국전력기술 보통주,한전기술,KEPCO Engineering & Construction,2009-12-14,KOSPI,주권,,보통주,200,38220000,,52690,52690,52690,052690,052690
KR7006200000,6200,한국전자홀딩스보통주,한국전자홀딩스,KEC HOLDINGS,1979-11-30,KOSPI,주권,,보통주,500,46803136,,6200,6200,6200,006200,006200
KR7027970003,27970,한국제지보통주,한국제지,Hankuk Paper MFG.,1996-07-03,KOSPI,주권,,보통주,1000,190178237,,27970,27970,27970,027970,027970
KR7023350002,23350,한국종합기술보통주,한국종합기술,Korea Engineering Consultants Corp.,2011-04-28,KOSPI,주권,,보통주,500,10950000,,23350,23350,23350,023350,023350
KR7025890005,25890,한국주강보통주,한국주강,HankookSteel,1997-07-18,KOSPI,주권,,보통주,500,11309259,,25890,25890,25890,025890,025890
KR7000970004,970,한국주철관공업보통주,한국주철관,KoreaCastIronPipeInd,1969-12-12,KOSPI,주권,,보통주,500,22800500,,970,970,970,000970,000970
KR7104700000,104700,한국철강보통주,한국철강,KISCO Corp.,2008-09-29,KOSPI,주권,,보통주,1000,36450000,,104700,104700,104700,104700,104700
KR7017960006,17960,한국카본보통주,한국카본,HankukCarbon,1995-07-08,KOSPI,주권,,보통주,500,51908452,,17960,17960,17960,017960,017960
KR7161890009,161890,한국콜마보통주,한국콜마,KOLMAR KOREA,2012-10-19,KOSPI,주권,,보통주,500,23605077,,161890,161890,161890,161890,161890
KR7161390000,161390,한국타이어앤테크놀로지보통주,한국타이어앤테크놀로지,HANKOOK TIRE & TECHNOLOGY,2012-10-04,KOSPI,주권,,보통주,500,123875069,,161390,161390,161390,161390,161390
KR7034830000,34830,한국토지신탁보통주,한국토지신탁,KOREIT,2016-07-11,KOSPI,주권,,보통주,1000,252489230,,34830,34830,34830,034830,034830
KR7152550000,152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),한국ANKOR유전,KIM ANKOR Oilfield Overseas Resources Development Fund[1],2012-03-08,KOSPI,투자회사,,보통주,무액면,70020000,,152550,152550,152550,152550,152550
KR7071051007,71055,한국투자금융지주1우선주,한국금융지주우,KOREA INVESTMENT HOLDINGS(1P),2003-07-21,KOSPI,주권,,구형우선주,5000,5858251,,71055,71055,71055,071055,071055
KR7071050009,71050,한국투자금융지주보통주,한국금융지주,KOREA INVESTMENT HOLDINGS,2003-07-21,KOSPI,주권,,보통주,5000,55725992,,71050,71050,71050,071050,071050
KR7007280001,7280,한국특강보통주,한국특강,KOREA STEEL,1989-11-13,KOSPI,주권,,보통주,500,60813311,,7280,7280,7280,007280,007280
KR7047810007,47810,한국항공우주산업보통주,한국항공우주,KOREA AEROSPACE INDUSTRIES,2011-06-30,KOSPI,주권,,보통주,5000,97475107,,47810,47810,47810,047810,047810
KR7123690000,123690,한국화장품보통주,한국화장품,HANKOOKCOSMETICS,2010-06-01,KOSPI,주권,,보통주,500,16068000,,123690,123690,123690,123690,123690
